"","ModuleColors","genes"
"16053","turquoise","TMEM245"
"16054","turquoise","TMEM248"
"16055","turquoise","TMEM25"
"16057","turquoise","TMEM27"
"16062","turquoise","TMEM38A"
"16063","turquoise","TMEM38B"
"16064","turquoise","TMEM39A"
"16065","turquoise","TMEM39B"
"16068","turquoise","TMEM41B"
"16069","turquoise","TMEM42"
"16076","turquoise","TMEM53"
"16077","turquoise","TMEM54"
"16079","turquoise","TMEM56"
"16081","turquoise","TMEM59"
"16082","turquoise","TMEM59L"
"16083","turquoise","TMEM60"
"16086","turquoise","TMEM63C"
"16088","turquoise","TMEM66"
"16089","turquoise","TMEM67"
"16093","turquoise","TMEM81"
"16096","turquoise","TMEM88"
"16098","turquoise","TMEM8B"
"16099","turquoise","TMEM9"
"16105","turquoise","TMLHE"
"16114","turquoise","TMPRSS11D"
"16117","turquoise","TMPRSS12"
"16121","turquoise","TMPRSS6"
"16122","turquoise","TMPRSS7"
"16125","turquoise","TMSB4X"
"16126","turquoise","TMTC1"
"16128","turquoise","TMUB2"
"16135","turquoise","TNFAIP1"
"16136","turquoise","TNFAIP2"
"16139","turquoise","TNFAIP8"
"16141","turquoise","TNFAIP8L2"
"16145","turquoise","TNFRSF11A"
"16150","turquoise","TNFRSF17"
"16153","turquoise","TNFRSF1B"
"16155","turquoise","TNFRSF25"
"16157","turquoise","TNFRSF9"
"16158","turquoise","TNFSF10"
"16160","turquoise","TNFSF13B"
"16162","turquoise","TNFSF15"
"16167","turquoise","TNIP1"
"16170","turquoise","TNK1"
"16171","turquoise","TNK2"
"16173","turquoise","TNKS1BP1"
"16175","turquoise","TNMD"
"16176","turquoise","TNN"
"16177","turquoise","TNNC2"
"16179","turquoise","TNNI3"
"16180","turquoise","TNNI3K"
"16182","turquoise","TNNT2"
"16183","turquoise","TNP1"
"16193","turquoise","TOLLIP"
"16194","turquoise","TOM1"
"16195","turquoise","TOM1L1"
"16196","turquoise","TOM1L2"
"16206","turquoise","TOP3B"
"16208","turquoise","TOR1A"
"16211","turquoise","TOR1B"
"16212","turquoise","TOR2A"
"16213","turquoise","TOR3A"
"16215","turquoise","TOX2"
"16216","turquoise","TOX3"
"16217","turquoise","TOX4"
"16219","turquoise","TP53AIP1"
"16220","turquoise","TP53BP1"
"16221","turquoise","TP53BP2"
"16226","turquoise","TP63"
"16227","turquoise","TP73-AS1"
"16231","turquoise","TPD52"
"16232","turquoise","TPH1"
"16234","turquoise","TPI1"
"16235","turquoise","TPK1"
"16236","turquoise","TPM1"
"16238","turquoise","TPM3"
"16239","turquoise","TPMT"
"16242","turquoise","TPPP"
"16244","turquoise","TPRA1"
"16245","turquoise","TPRG1L"
"16249","turquoise","TPT1"
"16250","turquoise","TPT1-AS1"
"16255","turquoise","TRAF3"
"16256","turquoise","TRAF3IP1"
"16258","turquoise","TRAF3IP2-AS1"
"16261","turquoise","TRAF5"
"16262","turquoise","TRAF6"
"16263","turquoise","TRAF7"
"16264","turquoise","TRAIP"
"16269","turquoise","TRAP1"
"16270","turquoise","TRAPPC1"
"16274","turquoise","TRAPPC2L"
"16278","turquoise","TRB@"
"16282","turquoise","TREM1"
"16283","turquoise","TREM2"
"16284","turquoise","TREML1"
"16293","turquoise","TRIM11"
"16298","turquoise","TRIM17"
"16301","turquoise","TRIM22"
"16305","turquoise","TRIM28"
"16307","turquoise","TRIM3"
"16309","turquoise","TRIM35"
"16310","turquoise","TRIM37"
"16319","turquoise","TRIM49B"
"16329","turquoise","TRIM63"
"16330","turquoise","TRIM65"
"16332","turquoise","TRIM68"
"16337","turquoise","TRIM9"
"16345","turquoise","TRMT10A"
"16348","turquoise","TRMT12"
"16350","turquoise","TRMT1L"
"16352","turquoise","TRMT2B"
"16353","turquoise","TRMT44"
"16354","turquoise","TRMT5"
"16357","turquoise","TRMT61B"
"16358","turquoise","TRMU"
"16365","turquoise","TRPC3"
"16367","turquoise","TRPC4AP"
"16377","turquoise","TRPV1"
"16381","turquoise","TRRAP"
"16382","turquoise","TRUB2"
"16383","turquoise","TSC1"
"16384","turquoise","TSC2"
"16385","turquoise","TSC22D3"
"16389","turquoise","TSFM"
"16391","turquoise","TSGA10"
"16398","turquoise","TSHZ2"
"16404","turquoise","TSNARE1"
"16406","turquoise","TSNAXIP1"
"16414","turquoise","TSPAN3"
"16416","turquoise","TSPAN33"
"16419","turquoise","TSPAN7"
"16422","turquoise","TSPEAR"
"16425","turquoise","TSPYL1"
"16426","turquoise","TSPYL2"
"16432","turquoise","TSSK1B"
"16436","turquoise","TST"
"16437","turquoise","TSTA3"
"16438","turquoise","TTBK1"
"16442","turquoise","TTC14"
"16443","turquoise","TTC15"
"16447","turquoise","TTC23L"
"16448","turquoise","TTC25"
"16454","turquoise","TTC30B"
"16455","turquoise","TTC31"
"16456","turquoise","TTC32"
"16459","turquoise","TTC38"
"16461","turquoise","TTC39C"
"16466","turquoise","TTC7B"
"16467","turquoise","TTC9C"
"16472","turquoise","TTLL1"
"16474","turquoise","TTLL11"
"16478","turquoise","TTLL4"
"16479","turquoise","TTLL6"
"16484","turquoise","TUB"
"16485","turquoise","TUBA4A"
"16486","turquoise","TUBA8"
"16487","turquoise","TUBAL3"
"16492","turquoise","TUBE1"
"16493","turquoise","TUBG1"
"16494","turquoise","TUBGCP2"
"16496","turquoise","TUBGCP6"
"16497","turquoise","TUFM"
"16502","turquoise","TUSC1"
"16503","turquoise","TUSC2"
"16505","turquoise","TWIST1"
"16507","turquoise","TWISTNB"
"16510","turquoise","TXLNB"
"16512","turquoise","TXN"
"16514","turquoise","TXNDC11"
"16519","turquoise","TXNDC9"
"16522","turquoise","TXNL4A"
"16524","turquoise","TXNRD2"
"16528","turquoise","TYR"
"16529","turquoise","TYRO3"
"16530","turquoise","TYROBP"
"16531","turquoise","TYRP1"
"16532","turquoise","TYSND1"
"16533","turquoise","TYW1"
"16534","turquoise","TYW3"
"16536","turquoise","U2AF2"
"16539","turquoise","UAP1L1"
"16540","turquoise","UBA1"
"16545","turquoise","UBAP1"
"16553","turquoise","UBE2E2"
"16555","turquoise","UBE2F"
"16557","turquoise","UBE2G2"
"16560","turquoise","UBE2J1"
"16564","turquoise","UBE2M"
"16567","turquoise","UBE2Q1"
"16569","turquoise","UBE2QL1"
"16570","turquoise","UBE2S"
"16571","turquoise","UBE2T"
"16572","turquoise","UBE2U"
"16575","turquoise","UBE3B"
"16576","turquoise","UBE3C"
"16577","turquoise","UBFD1"
"16582","turquoise","UBL5"
"16584","turquoise","UBN1"
"16586","turquoise","UBOX5"
"16587","turquoise","UBP1"
"16591","turquoise","UBR3"
"16598","turquoise","UBXN11"
"16603","turquoise","UCHL3"
"16604","turquoise","UCK2"
"16609","turquoise","UCP2"
"16611","turquoise","UFD1L"
"16613","turquoise","UFSP1"
"16614","turquoise","UFSP2"
"16617","turquoise","UGGT1"
"16621","turquoise","UGT2A3"
"16623","turquoise","UGT2B4"
"16630","turquoise","UHRF1BP1L"
"16632","turquoise","UIMC1"
"16633","turquoise","ULBP2"
"16639","turquoise","UNC13A"
"16644","turquoise","UNC50"
"16646","turquoise","UNC5C"
"16647","turquoise","UNC5CL"
"16648","turquoise","UNC80"
"16649","turquoise","UNC93A"
"16653","turquoise","UNKL"
"16656","turquoise","UPK1A"
"16663","turquoise","UQCR"
"16666","turquoise","UQCRC1"
"16667","turquoise","UQCRC2"
"16669","turquoise","UQCRH"
"16670","turquoise","UQCRQ"
"16672","turquoise","URGCP"
"16676","turquoise","UROD"
"16679","turquoise","USF1"
"16684","turquoise","USP11"
"16685","turquoise","USP13"
"16690","turquoise","USP19"
"16691","turquoise","USP2"
"16692","turquoise","USP20"
"16693","turquoise","USP21"
"16694","turquoise","USP22"
"16703","turquoise","USP31"
"16709","turquoise","USP39"
"16712","turquoise","USP45"
"16713","turquoise","USP46"
"16714","turquoise","USP46-AS1"
"16721","turquoise","USP6"
"16722","turquoise","USP6NL"
"16723","turquoise","USP7"
"16727","turquoise","UST"
"16728","turquoise","UTP11L"
"16741","turquoise","VAC14"
"16744","turquoise","VAMP4"
"16750","turquoise","VAPA"
"16755","turquoise","VAT1"
"16757","turquoise","VAV3"
"16759","turquoise","VAX2"
"16763","turquoise","VDAC1"
"16764","turquoise","VDAC3"
"16771","turquoise","VGLL2"
"16774","turquoise","VIL1"
"16778","turquoise","VIP"
"16779","turquoise","VIPR2"
"16784","turquoise","VMO1"
"16787","turquoise","VNN1"
"16792","turquoise","VPREB3"
"16793","turquoise","VPS13A"
"16795","turquoise","VPS13D"
"16798","turquoise","VPS26B"
"16799","turquoise","VPS28"
"16801","turquoise","VPS33B"
"16805","turquoise","VPS37B"
"16807","turquoise","VPS39"
"16808","turquoise","VPS41"
"16809","turquoise","VPS4A"
"16811","turquoise","VPS52"
"16815","turquoise","VPS8"
"16819","turquoise","VSIG1"
"16822","turquoise","VSIG4"
"16823","turquoise","VSTM2A"
"16824","turquoise","VSTM2L"
"16831","turquoise","VWA3A"
"16832","turquoise","VWA5A"
"16839","turquoise","WARS"
"16841","turquoise","WASF1"
"16843","turquoise","WASL"
"16844","turquoise","WBP11"
"16846","turquoise","WBP2"
"16851","turquoise","WBSCR17"
"16852","turquoise","WBSCR22"
"16853","turquoise","WDFY3"
"16857","turquoise","WDR1"
"16862","turquoise","WDR19"
"16863","turquoise","WDR20"
"16864","turquoise","WDR24"
"16871","turquoise","WDR4"
"16875","turquoise","WDR45"
"16877","turquoise","WDR52"
"16879","turquoise","WDR59"
"16882","turquoise","WDR60"
"16883","turquoise","WDR61"
"16887","turquoise","WDR67"
"16889","turquoise","WDR72"
"16892","turquoise","WDR77"
"16894","turquoise","WDR83"
"16895","turquoise","WDR89"
"16896","turquoise","WDR91"
"16897","turquoise","WDR92"
"16898","turquoise","WDR93"
"16899","turquoise","WDR96"
"16900","turquoise","WDSUB1"
"16901","turquoise","WDTC1"
"16904","turquoise","WFDC10A"
"16906","turquoise","WFDC12"
"16912","turquoise","WFIKKN1"
"16913","turquoise","WFIKKN2"
"16915","turquoise","WHAMM"
"16920","turquoise","WIF1"
"16921","turquoise","WIPF1"
"16923","turquoise","WIPF3"
"16924","turquoise","WIPI2"
"16933","turquoise","WNT10B"
"16939","turquoise","WNT4"
"16945","turquoise","WNT8B"
"16947","turquoise","WRAP53"
"16950","turquoise","WRNIP1"
"16961","turquoise","WWP2"
"16962","turquoise","XAB2"
"16968","turquoise","XDH"
"16971","turquoise","XIRP1"
"16972","turquoise","XK"
"16975","turquoise","XKRX"
"16977","turquoise","XPNPEP1"
"16979","turquoise","XPNPEP3"
"16980","turquoise","XPO4"
"16981","turquoise","XPO5"
"16982","turquoise","XPO6"
"16983","turquoise","XPO7"
"16984","turquoise","XPOT"
"16989","turquoise","XRCC6"
"16993","turquoise","XYLT2"
"16995","turquoise","YARS"
"16996","turquoise","YBEY"
"17002","turquoise","YIPF3"
"17006","turquoise","YLPM1"
"17008","turquoise","YPEL2"
"17012","turquoise","YTHDC2"
"17014","turquoise","YWHAH"
"17017","turquoise","YY1"
"17019","turquoise","ZADH2"
"17020","turquoise","ZAK"
"17024","turquoise","ZBBX"
"17025","turquoise","ZBED1"
"17036","turquoise","ZBTB17"
"17042","turquoise","ZBTB25"
"17043","turquoise","ZBTB26"
"17051","turquoise","ZBTB40"
"17054","turquoise","ZBTB43"
"17058","turquoise","ZBTB48"
"17063","turquoise","ZBTB7C"
"17065","turquoise","ZBTB8B"
"17067","turquoise","ZBTB9"
"17070","turquoise","ZC3H12B"
"17072","turquoise","ZC3H12D"
"17075","turquoise","ZC3H18"
"17086","turquoise","ZCCHC4"
"17087","turquoise","ZCCHC5"
"17088","turquoise","ZCCHC6"
"17091","turquoise","ZCRB1"
"17092","turquoise","ZCWPW2"
"17093","turquoise","ZDBF2"
"17094","turquoise","ZDHHC1"
"17098","turquoise","ZDHHC16"
"17099","turquoise","ZDHHC18"
"17103","turquoise","ZDHHC23"
"17105","turquoise","ZDHHC3"
"17108","turquoise","ZDHHC6"
"17112","turquoise","ZEB1-AS1"
"17114","turquoise","ZER1"
"17116","turquoise","ZFAND2B"
"17117","turquoise","ZFAND5"
"17120","turquoise","ZFHX3"
"17122","turquoise","ZFP106"
"17126","turquoise","ZFP3"
"17127","turquoise","ZFP30"
"17128","turquoise","ZFP36"
"17130","turquoise","ZFP82"
"17133","turquoise","ZFR2"
"17135","turquoise","ZFYVE1"
"17138","turquoise","ZFYVE21"
"17139","turquoise","ZFYVE26"
"17140","turquoise","ZFYVE27"
"17145","turquoise","ZGPAT"
"17146","turquoise","ZHX2"
"17152","turquoise","ZKSCAN3"
"17154","turquoise","ZKSCAN5"
"17155","turquoise","ZMAT1"
"17156","turquoise","ZMAT2"
"17161","turquoise","ZMIZ2"
"17165","turquoise","ZMYM3"
"17168","turquoise","ZMYM6NB"
"17170","turquoise","ZMYND12"
"17172","turquoise","ZMYND17"
"17173","turquoise","ZMYND19"
"17174","turquoise","ZMYND8"
"17182","turquoise","ZNF132"
"17185","turquoise","ZNF137P"
"17186","turquoise","ZNF138"
"17190","turquoise","ZNF142"
"17191","turquoise","ZNF143"
"17192","turquoise","ZNF146"
"17195","turquoise","ZNF157"
"17196","turquoise","ZNF16"
"17198","turquoise","ZNF165"
"17201","turquoise","ZNF174"
"17203","turquoise","ZNF177"
"17204","turquoise","ZNF18"
"17207","turquoise","ZNF182"
"17209","turquoise","ZNF185"
"17219","turquoise","ZNF205"
"17221","turquoise","ZNF213"
"17222","turquoise","ZNF214"
"17230","turquoise","ZNF227"
"17250","turquoise","ZNF267"
"17255","turquoise","ZNF277"
"17260","turquoise","ZNF282"
"17261","turquoise","ZNF284"
"17271","turquoise","ZNF319"
"17273","turquoise","ZNF320"
"17276","turquoise","ZNF326"
"17277","turquoise","ZNF329"
"17282","turquoise","ZNF335"
"17285","turquoise","ZNF33B"
"17287","turquoise","ZNF341"
"17289","turquoise","ZNF346"
"17295","turquoise","ZNF382"
"17298","turquoise","ZNF391"
"17303","turquoise","ZNF407"
"17307","turquoise","ZNF418"
"17313","turquoise","ZNF434"
"17314","turquoise","ZNF436"
"17315","turquoise","ZNF438"
"17324","turquoise","ZNF45"
"17328","turquoise","ZNF461"
"17330","turquoise","ZNF467"
"17336","turquoise","ZNF490"
"17350","turquoise","ZNF514"
"17351","turquoise","ZNF516"
"17365","turquoise","ZNF551"
"17369","turquoise","ZNF556"
"17374","turquoise","ZNF561"
"17380","turquoise","ZNF570"
"17381","turquoise","ZNF572"
"17383","turquoise","ZNF574"
"17384","turquoise","ZNF575"
"17385","turquoise","ZNF579"
"17386","turquoise","ZNF582"
"17388","turquoise","ZNF584"
"17393","turquoise","ZNF593"
"17398","turquoise","ZNF598"
"17399","turquoise","ZNF599"
"17414","turquoise","ZNF628"
"17420","turquoise","ZNF645"
"17423","turquoise","ZNF653"
"17427","turquoise","ZNF663"
"17428","turquoise","ZNF664"
"17429","turquoise","ZNF667"
"17430","turquoise","ZNF668"
"17434","turquoise","ZNF673"
"17440","turquoise","ZNF687"
"17460","turquoise","ZNF738"
"17462","turquoise","ZNF740"
"17465","turquoise","ZNF750"
"17468","turquoise","ZNF764"
"17473","turquoise","ZNF774"
"17476","turquoise","ZNF778"
"17477","turquoise","ZNF780A"
"17478","turquoise","ZNF780B"
"17479","turquoise","ZNF784"
"17483","turquoise","ZNF79"
"17487","turquoise","ZNF8"
"17490","turquoise","ZNF804A"
"17492","turquoise","ZNF805"
"17498","turquoise","ZNF827"
"17501","turquoise","ZNF831"
"17504","turquoise","ZNF846"
"17506","turquoise","ZNF853"
"17507","turquoise","ZNF862"
"17508","turquoise","ZNF876P"
"17511","turquoise","ZNFX1"
"17512","turquoise","ZNHIT1"
"17514","turquoise","ZNRD1"
"17516","turquoise","ZNRF2P1"
"17526","turquoise","ZRANB3"
"17529","turquoise","ZSCAN12"
"17536","turquoise","ZSCAN23"
"17540","turquoise","ZSCAN5A"
"17541","turquoise","ZSWIM1"
"17542","turquoise","ZSWIM2"
"17545","turquoise","ZW10"
"17546","turquoise","ZWILCH"
"17554","turquoise","ZZEF1"
"49","violet","ABCD2"
"511","violet","ANLN"
"976","violet","BCAN"
"1263","violet","C14H11orf67"
"1852","violet","CCDC23"
"2052","violet","CDCA7L"
"2249","violet","CHRDL1"
"2274","violet","CHST14"
"2280","violet","CHST7"
"2504","violet","COL9A1"
"2649","violet","CRYAB"
"2692","violet","CSPG5"
"3516","violet","EMP3"
"3806","violet","FAM181B"
"3928","violet","FBLN1"
"3989","violet","FCGRT"
"4408","violet","GDPD2"
"5544","violet","ITGB4"
"6013","violet","LAMA1"
"6218","violet","LLGL1"
"7448","violet","LOC700541"
"7854","violet","LOC703934"
"7905","violet","LOC704382"
"8630","violet","LOC709745"
"9289","violet","LOC713498"
"9424","violet","LOC714244"
"9684","violet","LOC715758"
"9932","violet","LOC717189"
"10399","violet","LOC719751"
"10521","violet","LOC720563"
"10835","violet","LOC722738"
"10856","violet","LOC723165"
"10942","violet","LRP10"
"11999","violet","NECAP2"
"12108","violet","NLGN4X"
"12173","violet","NOTCH3"
"12174","violet","NOTCH4"
"12193","violet","NPC2"
"12924","violet","PHF19"
"12934","violet","PHGDH"
"13014","violet","PIPOX"
"13074","violet","PLBD1"
"13185","violet","PNOC"
"13392","violet","PREX1"
"13669","violet","QPRT"
"13818","violet","RASSF4"
"13995","violet","RHOC"
"14307","violet","SAA1"
"14401","violet","SCRG1"
"14744","violet","SLC12A7"
"15300","violet","SREBF1"
"15590","violet","TAC3"
"15836","violet","THBS2"
"15933","violet","TMBIM1"
"16230","violet","TPCN2"
"16423","violet","TSPO"
"16745","violet","VAMP5"
"278","white","AFF4"
"417","white","ALS2"
"497","white","ANKRD46"
"676","white","ARID4B"
"692","white","ARL5B"
"1203","white","C11H12orf45"
"1551","white","C6H5orf30"
"1616","white","C8H8orf76"
"1744","white","CAPZA2"
"1931","white","CCNG2"
"2117","white","CDS1"
"2219","white","CHD2"
"2374","white","CLK4"
"2433","white","CNOT2"
"2879","white","DACT1"
"3247","white","DR1"
"3404","white","EGLN1"
"3711","white","F13A1"
"3856","white","FAM49B"
"4006","white","FEM1B"
"4526","white","GMFB"
"5074","white","HNRNPF"
"5781","white","KIAA1429"
"6052","white","LCLAT1"
"6149","white","LIN7C"
"6182","white","LINC00461"
"6307","white","LOC100287379"
"6648","white","LOC694667"
"6655","white","LOC694736"
"6734","white","LOC695359"
"6881","white","LOC696351"
"6889","white","LOC696406"
"7394","white","LOC700069"
"7410","white","LOC700223"
"7418","white","LOC700280"
"7498","white","LOC700955"
"8199","white","LOC707117"
"8507","white","LOC709110"
"8965","white","LOC711590"
"9076","white","LOC712272"
"9233","white","LOC713205"
"9372","white","LOC713946"
"9677","white","LOC715731"
"10044","white","LOC717817"
"10551","white","LOC720926"
"10623","white","LOC721420"
"10765","white","LOC722248"
"10827","white","LOC722674"
"11336","white","MEGF9"
"12747","white","PCMTD1"
"12781","white","PDE12"
"12789","white","PDE4D"
"12917","white","PHF10"
"12958","white","PIAS2"
"13227","white","POLR2K"
"13566","white","PTEN"
"13845","white","RBM17"
"14350","white","SBF2"
"15203","white","SPAST"
"15267","white","SPPL3"
"15380","white","ST7L"
"15404","white","STARD3NL"
"15575","white","SYT4"
"15743","white","TDP2"
"15859","white","TIAL1"
"16107","white","TMOD2"
"16340","white","TRIO"
"16599","white","UBXN2B"
"16629","white","UHRF1BP1"
"16872","white","WDR41"
"16874","white","WDR44"
"17015","white","YWHAQ"
"17055","white","ZBTB44"
"17305","white","ZNF41"
"17456","white","ZNF711"
"17459","white","ZNF732"
"17469","white","ZNF766"
"2","yellow","A1BG"
"4","yellow","A2LD1"
"14","yellow","AANAT"
"23","yellow","ABCA12"
"37","yellow","ABCB8"
"40","yellow","ABCC11"
"44","yellow","ABCC3"
"78","yellow","ABRA"
"105","yellow","ACE"
"109","yellow","ACHE"
"116","yellow","ACOT11"
"141","yellow","ACSM3"
"152","yellow","ACTL8"
"178","yellow","ADAD1"
"212","yellow","ADAMTSL5"
"255","yellow","ADPGK"
"259","yellow","ADRA1D"
"274","yellow","AFAP1L1"
"292","yellow","AGER"
"328","yellow","AHRR"
"334","yellow","AIFM2"
"380","yellow","ALDH1L2"
"385","yellow","ALDH3B2"
"390","yellow","ALDOB"
"403","yellow","ALKBH4"
"422","yellow","ALX4"
"425","yellow","AMBP"
"456","yellow","ANGPTL2"
"466","yellow","ANKLE1"
"475","yellow","ANKRD13B"
"481","yellow","ANKRD2"
"483","yellow","ANKRD24"
"486","yellow","ANKRD31"
"499","yellow","ANKRD5"
"516","yellow","ANO9"
"532","yellow","ANXA8"
"542","yellow","AP1S3"
"561","yellow","APBA3"
"580","yellow","APOBEC1"
"629","yellow","ARFRP1"
"647","yellow","ARHGAP33"
"654","yellow","ARHGAP9"
"657","yellow","ARHGEF1"
"666","yellow","ARHGEF37"
"674","yellow","ARID3C"
"731","yellow","ARSH"
"735","yellow","ART4"
"760","yellow","ASCL4"
"780","yellow","ATAD3C"
"788","yellow","ATF6B"
"830","yellow","ATP2A1"
"832","yellow","ATP2A3"
"840","yellow","ATP4B"
"869","yellow","ATP8B1"
"897","yellow","AVPR1A"
"910","yellow","B3GALT1"
"911","yellow","B3GALT5"
"919","yellow","B3GNT6"
"925","yellow","B4GALNT4"
"948","yellow","BAIAP2"
"993","yellow","BCL2"
"1017","yellow","BDNF"
"1087","yellow","BNIPL"
"1136","yellow","BSND"
"1144","yellow","BTBD17"
"1148","yellow","BTBD9"
"1154","yellow","BTG2"
"1183","yellow","C10H20orf79"
"1191","yellow","C10orf40"
"1240","yellow","C13H2orf51"
"1243","yellow","C13H2orf70"
"1273","yellow","C14orf180"
"1274","yellow","C14orf181"
"1275","yellow","C14orf184"
"1282","yellow","C15H9orf142"
"1286","yellow","C15H9orf43"
"1295","yellow","C15orf37"
"1317","yellow","C16H17orf96"
"1318","yellow","C16H17orf98"
"1346","yellow","C18orf56"
"1371","yellow","C1H1orf111"
"1380","yellow","C1H1orf38"
"1386","yellow","C1orf144"
"1399","yellow","C1orf95"
"1401","yellow","C1QC"
"1423","yellow","C20H16orf74"
"1431","yellow","C20orf165"
"1434","yellow","C20orf181"
"1446","yellow","C21orf88"
"1447","yellow","C21orf90"
"1459","yellow","C2H3orf22"
"1491","yellow","C3H7orf45"
"1513","yellow","C4H6orf15"
"1522","yellow","C4H6orf58"
"1530","yellow","C4orf6"
"1559","yellow","C6orf103"
"1567","yellow","C6orf203"
"1595","yellow","C7H15orf55"
"1621","yellow","C8orf44"
"1631","yellow","C9H10orf122"
"1646","yellow","C9orf37"
"1670","yellow","CABP2"
"1671","yellow","CABP4"
"1678","yellow","CACNA1F"
"1681","yellow","CACNA1S"
"1697","yellow","CADM4"
"1709","yellow","CALML5"
"1720","yellow","CAMKK1"
"1746","yellow","CARD14"
"1759","yellow","CASKIN2"
"1766","yellow","CASP4"
"1769","yellow","CASP8"
"1814","yellow","CCDC105"
"1861","yellow","CCDC40"
"1868","yellow","CCDC57"
"1898","yellow","CCIN"
"1904","yellow","CCL18"
"1909","yellow","CCL23"
"1912","yellow","CCL26"
"1953","yellow","CCRN4L"
"1985","yellow","CD2AP"
"2005","yellow","CD6"
"2007","yellow","CD69"
"2020","yellow","CD96"
"2042","yellow","CDC42EP2"
"2055","yellow","CDH1"
"2064","yellow","CDH20"
"2090","yellow","CDK3"
"2127","yellow","CEBPE"
"2178","yellow","CER1"
"2183","yellow","CES1P1"
"2207","yellow","CHAF1B"
"2223","yellow","CHEK2"
"2256","yellow","CHRNA10"
"2257","yellow","CHRNA2"
"2259","yellow","CHRNA5"
"2260","yellow","CHRNA6"
"2294","yellow","CIDEA"
"2325","yellow","CLCN1"
"2346","yellow","CLDN9"
"2355","yellow","CLEC2B"
"2358","yellow","CLEC4E"
"2367","yellow","CLIC6"
"2381","yellow","CLOCK"
"2423","yellow","CNGB1"
"2447","yellow","CNTFR"
"2454","yellow","CNTNAP1"
"2499","yellow","COL6A2"
"2552","yellow","COX4I2"
"2557","yellow","COX6B2"
"2563","yellow","CPA1"
"2631","yellow","CRLF2"
"2639","yellow","CROT"
"2652","yellow","CRYBA4"
"2656","yellow","CRYGC"
"2664","yellow","CSAG2"
"2670","yellow","CSF2RA"
"2672","yellow","CSF3"
"2683","yellow","CSNK1A1P1"
"2686","yellow","CSNK1G2-AS1"
"2711","yellow","CTAG1A"
"2716","yellow","CTBP1-AS1"
"2741","yellow","CTRB1"
"2742","yellow","CTRB2"
"2756","yellow","CTSW"
"2783","yellow","CXCL1"
"2792","yellow","CXCR3"
"2805","yellow","CXorf22"
"2830","yellow","CYP11B1"
"2834","yellow","CYP1A1"
"2838","yellow","CYP26A1"
"2849","yellow","CYP2F1"
"2851","yellow","CYP3A4"
"2855","yellow","CYP4F2"
"2856","yellow","CYP4F22"
"2858","yellow","CYP4F8"
"2867","yellow","CYTH4"
"2885","yellow","DAND5"
"2971","yellow","DDX3Y"
"2978","yellow","DDX53"
"2990","yellow","DEF8"
"3010","yellow","DENND2D"
"3030","yellow","DGCR10"
"3033","yellow","DGCR5"
"3076","yellow","DICER1-AS1"
"3103","yellow","DLEC1"
"3155","yellow","DNAJB7"
"3156","yellow","DNAJB8"
"3168","yellow","DNAJC22"
"3189","yellow","DNM1P46"
"3202","yellow","DOCK1"
"3246","yellow","DQX1"
"3286","yellow","DUOXA2"
"3306","yellow","DUSP5"
"3326","yellow","DYSFIP1"
"3332","yellow","E2F2"
"3354","yellow","EDA"
"3400","yellow","EGFL7"
"3412","yellow","EHF"
"3475","yellow","ELK1"
"3590","yellow","EPPK1"
"3595","yellow","EPS8L3"
"3598","yellow","EPYC"
"3642","yellow","ESP24.4"
"3645","yellow","ESR2"
"3646","yellow","ESRG"
"3675","yellow","EVX1"
"3728","yellow","FABP6"
"3749","yellow","FAM110B"
"3822","yellow","FAM19A3"
"3854","yellow","FAM47C"
"3869","yellow","FAM63A"
"3886","yellow","FAM83C"
"3943","yellow","FBXL22"
"3983","yellow","FCAR"
"3985","yellow","FCER2"
"4008","yellow","FER"
"4019","yellow","FFAR3"
"4033","yellow","FGF17"
"4038","yellow","FGF22"
"4051","yellow","FGFR4"
"4097","yellow","FLJ12825"
"4100","yellow","FLJ16779"
"4103","yellow","FLJ30679"
"4122","yellow","FLJ41350"
"4176","yellow","FOXC2"
"4201","yellow","FOXR2"
"4205","yellow","FPR1"
"4220","yellow","FRMD7"
"4228","yellow","FSCN2"
"4232","yellow","FSTL4"
"4252","yellow","FUT3"
"4262","yellow","FXYD2"
"4301","yellow","GABRR2"
"4336","yellow","GALR2"
"4337","yellow","GALR3"
"4346","yellow","GARS"
"4364","yellow","GATS"
"4372","yellow","GC"
"4386","yellow","GCM2"
"4400","yellow","GDF2"
"4404","yellow","GDF9"
"4421","yellow","GFI1"
"4439","yellow","GGT2"
"4447","yellow","GHRH"
"4467","yellow","GJA5"
"4472","yellow","GJB4"
"4473","yellow","GJB5"
"4477","yellow","GJD2"
"4479","yellow","GJD4"
"4485","yellow","GLB1L3"
"4495","yellow","GLIS1"
"4499","yellow","GLP1R"
"4500","yellow","GLP2R"
"4501","yellow","GLRA1"
"4571","yellow","GOLGA2"
"4572","yellow","GOLGA2P5"
"4611","yellow","GPHA2"
"4612","yellow","GPHB5"
"4614","yellow","GPI"
"4615","yellow","GPIHBP1"
"4634","yellow","GPR132"
"4635","yellow","GPR135"
"4643","yellow","GPR150"
"4644","yellow","GPR151"
"4670","yellow","GPR35"
"4678","yellow","GPR6"
"4684","yellow","GPR68"
"4686","yellow","GPR78"
"4744","yellow","GRIN3A"
"4755","yellow","GRWD1"
"4758","yellow","GSDMC"
"4837","yellow","H2AFB3"
"4852","yellow","HAND2"
"4855","yellow","HAP1"
"4857","yellow","HAPLN2"
